link_index,pokemon1_name,pokemon2_name,pokemon1_move,pokemon2_move,pokemon1_move_weight,pokemon2_move_weight,edge_weight,pokemon1_move_TTK,pokemon2_move_TTK,edge_TTK
1025,rhydon,haunter,earthquake,giga-drain,2.5844155844155843,2.3076923076923075,0.2767232767232768,1,1.0,0
1026,rhydon,onix,surf,earth-power,1.4597156398104265,0.5042735042735043,0.9554421355369223,1,2.0,1
1027,rhydon,drowzee,megahorn,grass-knot,1.2766283524904214,0.9458689458689459,0.3307594066214755,1,2.0,1
1028,rhydon,krabby,thunderbolt,liquidation,1.1144278606965174,1.1111111111111112,0.0033167495854062867,1,1.0,0
1029,rhydon,voltorb,earthquake,signal-beam,2.497737556561086,0.21367521367521367,2.284062342885872,1,5.0,4
1030,rhydon,electrode,earthquake,signal-beam,1.6436781609195403,0.2849002849002849,1.3587778760192555,1,4.0,3
1031,rhydon,cubone,ice-punch,earth-power,0.6970954356846473,0.6068376068376068,0.09025782884704048,2,2.0,0
1032,rhydon,hitmonlee,earthquake,superpower,1.099585062240664,0.8717948717948718,0.22779019044579218,1,2.0,1
1033,rhydon,hitmonchan,earthquake,close-combat,0.8091286307053942,0.7777777777777778,0.03135085292761641,2,2.0,0
1034,rhydon,koffing,earthquake,shadow-ball,1.5203619909502262,0.24216524216524216,1.2781967487849841,1,5.0,4
1035,rhydon,weezing,earthquake,dark-pulse,1.018450184501845,0.37948717948717947,0.6389630050146655,1,3.0,2
1036,rhydon,rhyhorn,surf,earthquake,1.3421926910299002,0.5470085470085471,0.7951841440213532,1,2.0,1
1037,rhydon,chansey,superpower,grass-knot,2.0280811232449296,0.8205128205128205,1.2075683027321091,1,2.0,1
1038,rhydon,kangaskhan,superpower,surf,0.8774928774928775,0.8091168091168092,0.06837606837606836,2,2.0,0
1039,rhydon,goldeen,supercell-slam,surf,1.2231818181818181,1.1111111111111112,0.11207070707070699,1,1.0,0
1040,rhydon,scyther,rock-blast,close-combat,1.7474733096085413,0.5413105413105413,1.2061627682979998,1,2.0,1
1041,rhydon,electabuzz,earthquake,focus-blast,1.848708487084871,0.4148148148148148,1.4338936722700562,1,3.0,2
1042,rhydon,magmar,earthquake,scorching-sands,1.848708487084871,0.6381766381766382,1.2105318489082326,1,2.0,1
1043,rhydon,pinsir,rock-blast,superpower,0.768708487084871,0.603988603988604,0.16471988309626706,2,2.0,0
1044,rhydon,tauros,superpower,surf,0.9209621993127147,0.8091168091168092,0.11184539019590556,2,2.0,0
1045,rhydon,magikarp,supercell-slam,hydro-pump,1.667734806629834,0.5128205128205128,1.1549142938093213,1,2.0,1
1046,rhydon,ditto,superpower,,1.9240506329113924,,1.9240506329113924,1,,-1
1047,rhydon,eevee,superpower,synchronoise,1.7609561752988048,0.2905982905982906,1.470357884700514,1,4.0,3
1048,rhydon,jolteon,earthquake,shadow-ball,1.7822878228782288,0.39316239316239315,1.3891254297158357,1,3.0,2
1049,rhydon,flareon,earthquake,superpower,1.7822878228782288,0.6267806267806267,1.1555071960976022,1,2.0,1
1050,rhydon,porygon,superpower,ice-beam,1.2619926199261993,0.7122507122507122,0.549741907675487,1,2.0,1
1051,rhydon,kabuto,earthquake,surf,1.7462686567164178,1.5213675213675213,0.22490113534889655,1,1.0,0
1052,rhydon,aerodactyl,rock-blast,aqua-tail,0.9639867109634552,0.629059829059829,0.3349268819036262,2,2.0,0
1053,rhydon,articuno,rock-blast,ice-beam,1.297943925233645,1.170940170940171,0.1270037542934741,1,1.0,0
1054,rhydon,zapdos,rock-blast,extrasensory,0.7416822429906543,0.48262108262108266,0.25906116036957166,2,3.0,1
1055,rhydon,moltres,rock-blast,solar-beam,1.3906542056074769,0.9173789173789174,0.47327528822855947,1,2.0,1
1056,rhydon,dratini,outrage,surf,1.494170403587444,0.9458689458689459,0.548301457718498,1,2.0,1
1057,chansey,caterpie,flamethrower,bug-bite,0.9264069264069265,0.24960998439937598,0.6767969420075505,2,5.0,3
1058,chansey,metapod,flamethrower,bug-bite,0.7883817427385892,0.1981279251170047,0.5902538176215845,2,6.0,4
1059,chansey,weedle,flamethrower,bug-bite,0.9683257918552036,0.27613104524180965,0.692194746613394,2,4.0,2
1060,chansey,kakuna,flamethrower,bug-bite,0.8225108225108225,0.22464898595943839,0.5978618365513841,2,5.0,3
1061,chansey,pidgey,ice-beam,return,0.6968325791855203,0.5522620904836193,0.14457048870190103,2,2.0,0
1062,chansey,spearow,ice-beam,return,0.751131221719457,0.6833073322932918,0.06782388942616524,2,2.0,0
1063,chansey,ekans,psychic,leech-life,0.5402843601895735,0.5358814352574103,0.00440292493216321,2,2.0,0
1064,chansey,nidoran-f,psychic,double-kick,0.5657370517928287,0.45553822152886114,0.1101988302639676,2,3.0,1
1065,chansey,nidoran-m,psychic,double-kick,0.6094420600858369,0.5241809672386896,0.08526109284714734,2,2.0,0
1066,chansey,zubat,ice-beam,brave-bird,0.6425339366515838,0.5432059282371294,0.09932800841445433,2,2.0,0
1067,chansey,paras,flamethrower,leech-life,1.061611374407583,0.9079563182527302,0.15365505615485286,1,2.0,1
1068,chansey,diglett,ice-beam,earthquake,0.8074534161490683,0.6271450858034321,0.1803083303456362,2,2.0,0
1069,chansey,poliwag,thunderbolt,waterfall,0.6425339366515838,0.5616224648985959,0.08091147175298785,2,2.0,0
1070,chansey,abra,last-resort,drain-punch,0.6492146596858639,0.4960998439937597,0.15311481569210417,2,3.0,1
1071,chansey,bellsprout,flamethrower,power-whip,0.7053941908713693,0.6694227769110764,0.03597141396029291,2,2.0,0
1072,chansey,magnemite,mud-bomb,iron-head,0.6010471204188481,0.36505460218408736,0.23599251823476075,2,3.0,1
1073,chansey,shellder,thunderbolt,liquidation,0.945273631840796,0.6053042121684867,0.3399694196723093,2,2.0,0
1074,chansey,gastly,psychic,poison-jab,0.7661691542288557,0.36505460218408736,0.4011145520447683,2,3.0,1
1075,chansey,haunter,psychic,poison-jab,0.48484848484848486,0.46801872074882994,0.01682976409965492,3,3.0,0
1076,chansey,onix,grass-knot,body-press,1.6303317535545023,0.5803432137285491,1.0499885398259532,1,2.0,1
1077,chansey,voltorb,hyper-voice,wild-charge,0.38009049773755654,0.3248829953198128,0.05520750241774375,3,4.0,1
1078,chansey,exeggcute,flamethrower,seed-bomb,0.49808429118773945,0.3993759750390016,0.09870831614873787,3,3.0,0
1079,chansey,koffing,psychic,gunk-shot,0.5882352941176471,0.51201248049922,0.07622281361842709,2,2.0,0
1080,chansey,horsea,thunderbolt,waterfall,0.945273631840796,0.47925117004680184,0.4660224617939942,2,3.0,1
1081,chansey,staryu,thunderbolt,waterfall,0.5572139303482587,0.5223088923556942,0.0349050379925645,2,2.0,0
1082,chansey,magikarp,thunderbolt,tackle,1.1823204419889504,0.0655226209048362,1.116797821084114,1,16.0,15
1083,chansey,ditto,hyper-voice,,0.3924050632911392,,0.3924050632911392,3,,-3
1084,chansey,omanyte,thunderbolt,waterfall,0.5308056872037915,0.3993759750390016,0.13142971216478994,2,3.0,1
1085,tangela,squirtle,giga-drain,ice-beam,1.8078602620087336,0.6642066420664207,1.143653619942313,1,2.0,1
1086,tangela,wartortle,giga-drain,ice-beam,1.337837837837838,0.8118081180811808,0.5260297197566571,1,2.0,1
1087,tangela,caterpie,ancient-power,bug-bite,1.367965367965368,0.22140221402214022,1.146563153943228,1,5.0,4
1088,tangela,metapod,ancient-power,bug-bite,1.161825726141079,0.17712177121771217,0.9847039549233667,1,6.0,5
1089,tangela,weedle,ancient-power,bug-bite,1.4298642533936652,0.24354243542435425,1.186321817969311,1,5.0,4
1090,tangela,kakuna,ancient-power,bug-bite,1.2121212121212122,0.1992619926199262,1.012859219501286,1,6.0,5
1091,tangela,pidgey,ancient-power,air-slash,1.0316742081447965,0.5878228782287823,0.44385132991601417,1,2.0,1
1092,tangela,rattata,giga-drain,ice-beam,1.5895522388059702,0.4280442804428044,1.1615079583631658,1,3.0,2
1093,tangela,raticate,giga-drain,ice-beam,0.7709163346613546,0.6642066420664207,0.1067096925949339,2,2.0,0
1094,tangela,spearow,ancient-power,drill-peck,1.1131221719457014,0.45387453874538747,0.6592476332003139,1,3.0,2
1095,tangela,pikachu,giga-drain,signal-beam,1.180094786729858,0.5535055350553506,0.6265892516745073,1,2.0,1
1096,tangela,sandshrew,giga-drain,leech-life,2.912863070539419,0.5313653136531366,2.3814977568862825,1,2.0,1
1097,tangela,sandslash,giga-drain,leech-life,1.592783505154639,0.6752767527675276,0.9175067523871114,1,2.0,1
1098,tangela,clefairy,sludge-bomb,flamethrower,0.7758007117437722,0.7601476014760148,0.015653110267757397,2,2.0,0
1099,tangela,jigglypuff,sludge-bomb,flamethrower,1.1266846361185985,0.6199261992619927,0.5067584368566058,1,2.0,1
1100,tangela,zubat,ancient-power,sludge-bomb,0.9411764705882353,0.7084870848708487,0.23268938571738662,2,2.0,0
1101,tangela,paras,sludge-bomb,leech-life,1.1753554502369667,0.7638376383763837,0.411517811860583,1,2.0,1
1102,tangela,diglett,giga-drain,sludge-bomb,3.3540372670807455,0.5239852398523985,2.830052027228347,1,2.0,1
1103,tangela,dugtrio,giga-drain,sludge-wave,1.8341232227488151,0.7011070110701108,1.1330162116787044,1,2.0,1
1104,tangela,meowth,giga-drain,hyper-voice,1.3235294117647058,0.42435424354243545,0.8991751682222704,1,3.0,2
1105,tangela,persian,giga-drain,hyper-voice,0.7527675276752768,0.6088560885608856,0.1439114391143912,2,2.0,0
1106,tangela,psyduck,giga-drain,ice-beam,2.0726141078838176,0.8118081180811808,1.2608059898026367,1,2.0,1
1107,tangela,golduck,giga-drain,ice-beam,1.1511627906976745,1.099630996309963,0.05153179438771138,1,1.0,0
1108,tangela,mankey,giga-drain,overheat,1.2217194570135748,0.5963099630996311,0.6254094939139436,1,2.0,1
1109,tangela,poliwag,giga-drain,ice-beam,2.6470588235294117,0.5682656826568265,2.0787931408725853,1,2.0,1
1110,tangela,poliwhirl,giga-drain,ice-beam,1.8431734317343174,0.6642066420664207,1.1789667896678968,1,2.0,1
1111,tangela,poliwrath,giga-drain,ice-beam,0.9813084112149533,0.8560885608856088,0.12521985032934446,2,2.0,0
1112,tangela,abra,knock-off,signal-beam,1.2774869109947644,0.996309963099631,0.28117694789513337,1,2.0,1
1113,tangela,machop,giga-drain,flamethrower,1.1370106761565837,0.5239852398523985,0.6130254363041852,1,2.0,1
1114,tangela,machoke,giga-drain,flamethrower,0.7225913621262459,0.6642066420664207,0.0583847200598252,2,2.0,0
1115,tangela,geodude,giga-drain,flamethrower,6.352941176470588,0.47232472324723246,5.880616453223356,1,3.0,2
1116,tangela,graveler,giga-drain,flamethrower,4.302788844621514,0.6199261992619927,3.682862645359521,1,2.0,1
1117,tangela,golem,grass-knot,flamethrower,2.8903654485049834,0.7158671586715867,2.1744982898333967,1,2.0,1
1118,tangela,slowpoke,giga-drain,belch,1.8224299065420562,0.6022140221402215,1.2202158844018347,1,2.0,1
1119,tangela,doduo,ancient-power,brave-bird,1.080568720379147,0.7394833948339482,0.34108532554519877,1,2.0,1
1120,tangela,seel,giga-drain,belch,1.4280442804428044,0.6553505535055352,0.7726937269372692,1,2.0,1
1121,tangela,shellder,giga-drain,ice-beam,3.8955223880597014,0.6199261992619927,3.2755961887977088,1,2.0,1
1122,tangela,cloyster,giga-drain,ice-beam,2.240663900414938,1.5055350553505535,0.7351288450643843,1,1.0,0
1123,tangela,onix,grass-knot,ancient-power,5.402843601895735,0.23616236162361623,5.166681240272118,1,5.0,4
1124,tangela,drowzee,giga-drain,synchronoise,0.603448275862069,0.5977859778597786,0.005662298002290345,2,2.0,0
1125,tangela,krabby,giga-drain,x-scissor,3.8955223880597014,0.47232472324723246,3.423197664812469,1,3.0,2
1126,tangela,kingler,giga-drain,ice-beam,1.9900398406374502,0.6642066420664207,1.3258331985710297,1,2.0,1
1127,tangela,voltorb,giga-drain,signal-beam,1.0452488687782806,0.5977859778597786,0.447462890918502,1,2.0,1
1128,tangela,exeggcute,sludge-bomb,sludge-bomb,1.0957854406130267,0.7601476014760148,0.33563783913701195,1,2.0,1
1129,tangela,cubone,giga-drain,flamethrower,2.0726141078838176,0.5682656826568265,1.5043484252269912,1,2.0,1
1130,tangela,marowak,giga-drain,flamethrower,1.3275862068965518,0.6642066420664207,0.6633795648301312,1,2.0,1
1131,tangela,hitmonchan,giga-drain,close-combat,0.5601659751037344,0.5239852398523985,0.036180735251335916,2,2.0,0
1132,tangela,rhyhorn,giga-drain,flamethrower,4.664451827242525,0.47232472324723246,4.1921271039952925,1,3.0,2
1133,tangela,rhydon,giga-drain,flamethrower,3.076923076923077,0.6199261992619927,2.4569968776610844,1,2.0,1
1134,tangela,chansey,wake-up-slap,flamethrower,0.5865834633385335,0.5239852398523985,0.06259822348613497,2,2.0,0
1135,tangela,horsea,giga-drain,ice-beam,3.8955223880597014,0.8560885608856088,3.0394338271740926,1,2.0,1
1136,tangela,seadra,giga-drain,ice-beam,2.151394422310757,1.099630996309963,1.0517634260007938,1,1.0,0
1137,tangela,goldeen,giga-drain,ice-beam,2.1623376623376624,0.5239852398523985,1.638352422485264,1,2.0,1
1138,tangela,seaking,giga-drain,ice-beam,1.1511627906976745,0.8118081180811808,0.33935467261649366,1,2.0,1
1139,tangela,staryu,giga-drain,ice-beam,2.3059701492537314,0.8560885608856088,1.4498815883681226,1,2.0,1
1140,tangela,starmie,giga-drain,ice-beam,1.2758620689655173,1.1439114391143912,0.13195062985112616,1,1.0,0
1141,tangela,tauros,giga-drain,flamethrower,0.6649484536082474,0.5682656826568265,0.09668277095142086,2,2.0,0
1142,tangela,magikarp,giga-drain,hydro-pump,4.897790055248619,0.08856088560885608,4.809229169639763,1,12.0,11
1143,tangela,ditto,giga-drain,,1.0822784810126582,,1.0822784810126582,1,,-1
1144,tangela,eevee,giga-drain,hyper-voice,0.8127490039840638,0.46494464944649444,0.34780435453756936,2,3.0,1
1145,tangela,omanyte,giga-drain,ice-beam,4.393364928909953,1.047970479704797,3.3453944492051555,1,1.0,0
1146,tangela,omastar,giga-drain,ice-beam,2.7544483985765122,1.2915129151291513,1.462935483447361,1,1.0,0
1147,tangela,kabuto,giga-drain,ice-beam,5.373134328358209,0.7158671586715867,4.657267169686623,1,2.0,1
1148,tangela,kabutops,giga-drain,ice-beam,2.9655172413793105,0.8118081180811808,2.1537091232981296,1,2.0,1
1149,kangaskhan,bulbasaur,last-resort,giga-drain,1.2987012987012987,0.3504273504273504,0.9482739482739483,1,3.0,2
1150,kangaskhan,ivysaur,last-resort,giga-drain,0.9540229885057471,0.41452991452991456,0.5394930739758326,2,3.0,1
1151,kangaskhan,venusaur,last-resort,giga-drain,0.6611295681063123,0.49145299145299143,0.16967657665332087,2,3.0,1
1152,kangaskhan,charmander,last-resort,overheat,1.4977168949771689,0.3008547008547009,1.196862194122468,1,4.0,3
1153,kangaskhan,charmeleon,last-resort,overheat,1.027237354085603,0.3783475783475784,0.6488897757380246,1,3.0,2
1154,kangaskhan,charizard,rock-slide,overheat,0.818855218855219,0.4877492877492878,0.3311059311059312,2,3.0,1
1155,kangaskhan,squirtle,last-resort,water-spout,1.0611353711790392,0.3789173789173789,0.6822179922616602,1,3.0,2
1156,kangaskhan,wartortle,last-resort,water-spout,0.7915057915057915,0.46153846153846156,0.3299673299673299,2,3.0,1
1157,kangaskhan,caterpie,last-resort,bug-bite,1.6363636363636365,0.1111111111111111,1.5252525252525253,1,9.0,8
1158,kangaskhan,metapod,last-resort,bug-bite,1.1452282157676348,0.08831908831908832,1.0569091274485465,1,12.0,11
1159,kangaskhan,butterfree,rock-slide,bug-buzz,1.6895019157088125,0.36182336182336183,1.3276785538854505,1,3.0,2
1160,kangaskhan,weedle,last-resort,bug-bite,1.8868778280542986,0.1225071225071225,1.764370705547176,1,9.0,8
1161,kangaskhan,kakuna,last-resort,bug-bite,1.277056277056277,0.10256410256410256,1.1744921744921744,1,10.0,9
1162,kangaskhan,beedrill,last-resort,brick-break,1.2767527675276753,0.4045584045584046,0.8721943629692708,1,3.0,2
1163,kangaskhan,pidgey,last-resort,return,1.5656108597285068,0.24216524216524216,1.3234456175632645,1,5.0,4
1164,kangaskhan,pidgeotto,last-resort,return,1.0337078651685394,0.29914529914529914,0.7345625660232402,1,4.0,3
1165,kangaskhan,pidgeot,last-resort,return,0.7035830618892508,0.37037037037037035,0.33321269151888044,2,3.0,1
1166,kangaskhan,rattata,drain-punch,last-resort,2.029850746268657,0.38461538461538464,1.6452353616532722,1,3.0,2
1167,kangaskhan,raticate,drain-punch,last-resort,1.1115537848605577,0.5128205128205128,0.5987332720400449,1,2.0,1
1168,kangaskhan,spearow,last-resort,return,1.8868778280542986,0.29914529914529914,1.5877325289089994,1,4.0,3
1169,kangaskhan,fearow,last-resort,return,0.8966789667896679,0.41025641025641024,0.4864225565332576,2,3.0,1
1170,kangaskhan,ekans,last-resort,leech-life,1.5355450236966826,0.23504273504273504,1.3005022886539475,1,5.0,4
1171,kangaskhan,arbok,last-resort,leech-life,0.8850574712643678,0.33760683760683763,0.5474506336575302,2,3.0,1
1172,kangaskhan,pikachu,last-resort,volt-tackle,1.6398104265402844,0.27357549857549857,1.3662349279647859,1,4.0,3
1173,kangaskhan,raichu,last-resort,brick-break,1.0574712643678161,0.4045584045584046,0.6529128598094116,1,3.0,2
1174,kangaskhan,sandshrew,last-resort,low-kick,0.8132780082987552,0.37037037037037035,0.44290763792838483,2,3.0,1
1175,kangaskhan,sandslash,last-resort,low-kick,0.5395189003436426,0.4672364672364672,0.07228243310717536,2,3.0,1
1176,kangaskhan,nidoran-f,last-resort,double-kick,1.1394422310756973,0.20512820512820512,0.9343140259474922,1,5.0,4
1177,kangaskhan,nidorina,last-resort,double-kick,0.8434163701067615,0.25071225071225073,0.5927041193945108,2,4.0,2
1178,kangaskhan,nidoran-m,last-resort,double-kick,1.4849785407725322,0.23931623931623933,1.2456623014562929,1,5.0,4
1179,kangaskhan,nidorino,last-resort,double-kick,1.0190114068441065,0.2849002849002849,0.7341111219438217,1,4.0,3
1180,kangaskhan,clefairy,last-resort,drain-punch,1.0818505338078293,0.358974358974359,0.7228761748334702,1,3.0,2
1181,kangaskhan,clefable,last-resort,drain-punch,0.6706948640483383,0.49572649572649574,0.1749683683218426,2,3.0,1
1182,kangaskhan,vulpix,last-resort,overheat,1.5944700460829493,0.2621082621082621,1.332361783974687,1,4.0,3
1183,kangaskhan,ninetales,last-resort,overheat,0.7526132404181185,0.38290598290598293,0.36970725751213557,2,3.0,1
1184,kangaskhan,jigglypuff,last-resort,drain-punch,1.417789757412399,0.358974358974359,1.05881539843804,1,3.0,2
1185,kangaskhan,wigglytuff,last-resort,drain-punch,0.7553444180522565,0.49572649572649574,0.25961792232576075,2,3.0,1
1186,kangaskhan,zubat,last-resort,brave-bird,1.7104072398190044,0.2355128205128205,1.474894419306184,1,5.0,4
1187,kangaskhan,golbat,last-resort,brave-bird,0.7869415807560137,0.363974358974359,0.42296722178165475,2,3.0,1
1188,kangaskhan,oddish,last-resort,giga-drain,1.1948051948051948,0.3888888888888889,0.8059163059163059,1,3.0,2
1189,kangaskhan,gloom,last-resort,drain-punch,0.8773946360153256,0.4700854700854701,0.40730916592985555,2,3.0,1
1190,kangaskhan,vileplume,last-resort,drain-punch,0.6735395189003437,0.5555555555555556,0.11798396334478811,2,2.0,0
1191,kangaskhan,paras,fire-punch,leech-life,1.8767772511848342,0.3974358974358974,1.4793413537489368,1,3.0,2
1192,kangaskhan,parasect,fire-punch,leech-life,1.1340996168582376,0.5042735042735043,0.6298261125847333,1,2.0,1
1193,kangaskhan,venonat,last-resort,leech-life,1.1302681992337165,0.3333333333333333,0.7969348659003832,1,3.0,2
1194,kangaskhan,venomoth,last-resort,sludge-wave,0.9181494661921709,0.3789173789173789,0.539232087274792,2,3.0,1
1195,kangaskhan,diglett,last-resort,earthquake,2.8944099378881987,0.27350427350427353,2.6209056643839252,1,4.0,3
1196,kangaskhan,dugtrio,last-resort,earthquake,1.3981042654028435,0.43874643874643876,0.9593578266564047,1,3.0,2
1197,kangaskhan,meowth,drain-punch,last-resort,1.8461538461538463,0.32763532763532766,1.5185185185185186,1,4.0,3
1198,kangaskhan,persian,drain-punch,last-resort,1.029520295202952,0.45584045584045585,0.5736798393624962,1,3.0,2
1199,kangaskhan,psyduck,last-resort,low-kick,1.2614107883817427,0.2849002849002849,0.9765105034814578,1,4.0,3
1200,kangaskhan,golduck,last-resort,low-kick,0.6976744186046512,0.39886039886039887,0.2988140197442523,2,3.0,1
1201,kangaskhan,mankey,last-resort,close-combat,1.7104072398190044,0.8717948717948718,0.8386123680241326,1,2.0,1
1202,kangaskhan,growlithe,last-resort,close-combat,1.2669322709163346,0.5242165242165242,0.7427157466998104,1,2.0,1
1203,kangaskhan,poliwag,last-resort,low-kick,1.5656108597285068,0.27350427350427353,1.2921065862242331,1,4.0,3
1204,kangaskhan,poliwhirl,last-resort,low-kick,0.8966789667896679,0.33048433048433046,0.5661946363053374,2,4.0,2
1205,kangaskhan,abra,last-resort,psychic,3.1727748691099475,0.41025641025641024,2.7625184588535374,1,3.0,2
1206,kangaskhan,kadabra,last-resort,future-sight,1.8868778280542986,0.4877492877492878,1.3991285403050109,1,3.0,2
1207,kangaskhan,alakazam,last-resort,future-sight,1.2669322709163346,0.5424501424501424,0.7244821284661922,1,2.0,1
1208,kangaskhan,machop,last-resort,superpower,1.0498220640569396,0.8717948717948718,0.17802719226206776,1,2.0,1
1209,kangaskhan,bellsprout,last-resort,giga-drain,1.5684647302904564,0.3717948717948718,1.1966698584955846,1,3.0,2
1210,kangaskhan,weepinbell,last-resort,giga-drain,1.088560885608856,0.4358974358974359,0.6526634497114201,1,3.0,2
1211,kangaskhan,victreebel,last-resort,giga-drain,0.8073089700996677,0.49145299145299143,0.3158559786466763,2,3.0,1
1212,kangaskhan,tentacool,last-resort,sludge-wave,1.7104072398190044,0.24216524216524216,1.4682419976537622,1,5.0,4
1213,kangaskhan,tentacruel,last-resort,sludge-wave,0.8073089700996677,0.34472934472934474,0.462579625370323,2,3.0,1
1214,kangaskhan,geodude,surf,superpower,1.6832579185520362,0.5811965811965812,1.102061337355455,1,2.0,1
1215,kangaskhan,graveler,surf,superpower,1.1314741035856575,0.6723646723646723,0.45910943122098513,1,2.0,1
1216,kangaskhan,ponyta,last-resort,low-kick,1.1452282157676348,0.41025641025641024,0.7349718055112245,1,3.0,2
1217,kangaskhan,rapidash,last-resort,low-kick,0.8450184501845018,0.4672364672364672,0.3777819829480346,2,3.0,1
1218,kangaskhan,slowpoke,last-resort,liquidation,0.7570093457943925,0.26495726495726496,0.49205208083712754,2,4.0,2
1219,kangaskhan,magnemite,earthquake,steel-beam,2.282722513089005,0.3942307692307692,1.888491743858236,1,3.0,2
1220,kangaskhan,magneton,earthquake,steel-beam,1.4273858921161826,0.4807692307692308,0.9466166613469518,1,3.0,2
1221,kangaskhan,farfetchd,last-resort,close-combat,1.126530612244898,0.6438746438746439,0.48265596837025404,1,2.0,1
1222,kangaskhan,doduo,last-resort,jump-kick,1.5071090047393365,0.44999999999999996,1.0571090047393366,1,3.0,2
1223,kangaskhan,dodrio,last-resort,jump-kick,0.8773946360153256,0.5549999999999999,0.3223946360153257,2,2.0,0
1224,kangaskhan,seel,last-resort,surf,1.018450184501845,0.21367521367521367,0.8047749708266313,1,5.0,4
1225,kangaskhan,dewgong,drain-punch,surf,0.6915887850467289,0.2934472934472934,0.3981414915994355,2,4.0,2
1226,kangaskhan,grimer,last-resort,drain-punch,0.9800664451827242,0.5555555555555556,0.42451088962716865,2,2.0,0
1227,kangaskhan,shellder,thunderbolt,liquidation,1.0248756218905473,0.26495726495726496,0.7599183569332824,1,4.0,3
1228,kangaskhan,cloyster,thunderbolt,steel-roller,0.5892116182572614,0.36182336182336183,0.2273882564338996,2,3.0,1
1229,kangaskhan,gastly,earthquake,sludge-wave,1.9800995024875623,0.4188034188034188,1.5612960836841434,1,3.0,2
1230,kangaskhan,haunter,earthquake,sludge-wave,1.316017316017316,0.4700854700854701,0.845931845931846,1,3.0,2
1231,kangaskhan,gengar,earthquake,sludge-wave,0.9425287356321839,0.5213675213675214,0.42116121426466246,2,2.0,0
1232,kangaskhan,onix,surf,body-press,1.3459715639810426,0.2564102564102564,1.0895613075707862,1,4.0,3
1233,kangaskhan,drowzee,last-resort,drain-punch,1.2183908045977012,0.37606837606837606,0.8423224285293252,1,3.0,2
1234,kangaskhan,hypno,last-resort,drain-punch,0.7363344051446945,0.5128205128205128,0.22351389232418173,2,2.0,0
1235,kangaskhan,krabby,thunderbolt,superpower,1.0248756218905473,0.7293447293447294,0.2955308925458179,1,2.0,1
1236,kangaskhan,voltorb,last-resort,thunderbolt,1.334841628959276,0.24786324786324787,1.086978381096028,1,5.0,4
1237,kangaskhan,electrode,last-resort,thunderbolt,0.8773946360153256,0.32763532763532766,0.549759308379998,2,4.0,2
1238,kangaskhan,exeggcute,last-resort,giga-drain,0.7854406130268199,0.3333333333333333,0.4521072796934866,2,3.0,1
1239,kangaskhan,cubone,last-resort,low-kick,0.7385892116182573,0.27350427350427353,0.46508493811398377,2,4.0,2
1240,kangaskhan,marowak,last-resort,low-kick,0.6015325670498084,0.39316239316239315,0.20837017388741524,2,3.0,1
1241,kangaskhan,lickitung,drain-punch,body-press,0.7289719626168224,0.2962962962962963,0.4326756663205261,2,4.0,2
1242,kangaskhan,koffing,last-resort,belch,0.8054298642533937,0.28034188034188035,0.5250879839115133,2,4.0,2
1243,kangaskhan,weezing,last-resort,belch,0.5424354243542435,0.3646723646723647,0.17776305968187883,2,3.0,1
1244,kangaskhan,rhyhorn,surf,superpower,1.2358803986710964,0.6096866096866097,0.6261937889844867,1,2.0,1
1245,kangaskhan,chansey,drain-punch,hyper-voice,1.4555382215288613,0.1794871794871795,1.2760510420416817,1,6.0,5
1246,kangaskhan,tangela,flamethrower,giga-drain,0.5682656826568265,0.49145299145299143,0.0768126912038351,2,3.0,1
1247,kangaskhan,horsea,last-resort,surf,1.1393034825870647,0.2934472934472934,0.8458561891397713,1,4.0,3
1248,kangaskhan,seadra,last-resort,surf,0.7091633466135459,0.3789173789173789,0.33024596769616693,2,3.0,1
1249,kangaskhan,goldeen,last-resort,waterfall,1.1168831168831168,0.2564102564102564,0.8604728604728604,1,4.0,3
1250,kangaskhan,seaking,last-resort,waterfall,0.8073089700996677,0.32763532763532766,0.4796736424643401,2,4.0,2
1251,kangaskhan,staryu,last-resort,surf,1.373134328358209,0.2934472934472934,1.0796870349109156,1,4.0,3
1252,kangaskhan,starmie,last-resort,surf,0.7509578544061303,0.396011396011396,0.35494645839473427,2,3.0,1
1253,kangaskhan,mr-mime,last-resort,future-sight,1.0995475113122173,0.4193732193732194,0.6801742919389979,1,3.0,2
1254,kangaskhan,scyther,rock-slide,close-combat,0.8427046263345196,0.7578347578347578,0.08486986849976175,2,2.0,0
1255,kangaskhan,jynx,last-resort,future-sight,1.3948339483394834,0.47179487179487184,0.9230390765446115,1,3.0,2
1256,kangaskhan,electabuzz,last-resort,low-kick,0.988929889298893,0.4045584045584046,0.5843714847404884,2,3.0,1
1257,kangaskhan,magmar,last-resort,overheat,0.988929889298893,0.4535612535612536,0.5353686357376395,2,3.0,1
1258,kangaskhan,magikarp,last-resort,hydro-pump,1.5248618784530388,0.08376068376068375,1.441101194692355,1,12.0,11
1259,kangaskhan,gyarados,thunder-punch,waterfall,0.9063444108761329,0.42735042735042733,0.4789939835257056,2,3.0,1
1260,kangaskhan,lapras,low-kick,body-press,0.5885286783042394,0.41025641025641024,0.17827226804782914,2,3.0,1
1261,kangaskhan,ditto,drain-punch,,1.379746835443038,,1.379746835443038,1,,-1
1262,kangaskhan,eevee,drain-punch,last-resort,1.2669322709163346,0.3789173789173789,0.8880148919989557,1,3.0,2
